book,chapter_order,heading_id,section_type,pov,scene_idx,paragraph_idx,n_words,text,neg,neu,pos,compound
The Way of Kings,2,prologue,prologue,Szeth,1,64,40,"The spears veered in the air, splitting around him and slamming into the wooden frame. As he felt them hit, Szeth leaped into the air and Lashed himself to the right wall, his feet hitting the stone with a slap.",0.0,0.961,0.039,0.1531
The Way of Kings,2,prologue,prologue,Szeth,1,65,55,"He immediately reoriented his perspective. To his eyes, he wasn't standing on the wall, the soldiers were, the blood-red carpet streaming between them like a long tapestry. Szeth bolted down the hallway, striking with his Shardblade, shearing through the necks of two men who had thrown spears at him. Their eyes burned, and they collapsed.",0.036,0.92,0.043,0.1027
The Way of Kings,2,prologue,prologue,Szeth,1,66,64,"The other guards in the hallway began to panic. Some tried to attack him, others yelled for more help, still others cringed away from him. The attackers had trouble---they were disoriented by the oddity of striking at someone who hung on the wall. Szeth cut down a few, then flipped into the air, tucking into a roll, and Lashed himself back to the floor.",0.219,0.743,0.038,-0.9247
The Way of Kings,2,prologue,prologue,Szeth,1,67,16,"He hit the ground in the midst of the soldiers. Completely surrounded, but holding a Shardblade.",0.0,1.0,0.0,0.0
The Way of Kings,2,prologue,prologue,Szeth,1,68,59,"According to legend, the Shardblades were first carried by the Knights Radiant uncounted ages ago. Gifts of their god, granted to allow them to fight horrors of rock and flame, dozens of feet tall, foes whose eyes burned with hatred. The Voidbringers. When your foe had skin as hard as stone itself, steel was useless. Something supernal was required.",0.265,0.618,0.117,-0.91
The Way of Kings,2,prologue,prologue,Szeth,1,69,110,"Szeth rose from his crouch, loose white clothes rippling, jaw clenched against his sins. He struck out, his weapon flashing with reflected torchlight. Elegant, wide swings. Three of them, one after another. He could neither close his ears to the screams that followed nor avoid seeing the men fall. They dropped round him like toys knocked over by a child's careless kick. If the Blade touched a man's spine, he died, eyes burning. If it cut through the core of a limb, it killed that limb. One soldier stumbled away from Szeth, arm flopping uselessly on his shoulder. He would never be able to feel it or use it again.",0.205,0.738,0.057,-0.9546
The Way of Kings,2,prologue,prologue,Szeth,1,70,44,"Szeth lowered his Shardblade, standing among the cinder-eyed corpses. Here, in Alethkar, men often spoke of the legends---of mankind's hard-won victory over the Voidbringers. But when weapons created to fight nightmares were turned against common soldiers, the lives of men became cheap things indeed.",0.16,0.792,0.047,-0.7184
The Way of Kings,2,prologue,prologue,Szeth,1,71,52,"Szeth turned and continued on his way, slippered feet falling on the soft red rug. The Shardblade, as always, glistened silver and clean. When one killed with a Blade, there was no blood. That seemed like a sign. The Shardblade was just a tool; it could not be blamed for the murders.",0.189,0.692,0.119,-0.6753
The Way of Kings,2,prologue,prologue,Szeth,1,72,82,"The door at the end of the hallway burst open. Szeth froze as a small group of soldiers rushed out, ushering a man in regal robes, his head ducked as if to avoid arrows. The soldiers wore deep blue, the color of the King's Guard, and the corpses didn't make them stop and gawk. They were prepared for what a Shardbearer could do. They opened a side door and shoved their ward through, several leveling spears at Szeth as they backed out.",0.026,0.917,0.057,0.1749
The Way of Kings,2,prologue,prologue,Szeth,1,73,68,"Another figure stepped from the king's quarters; he wore glistening blue armor made of smoothly interlocking plates. Unlike common plate armor, however, this armor had no leather or mail visible at the joints---just smaller plates, fitting together with intricate precision. The armor was beautiful, the blue inlaid with golden bands around the edges of each piece of plate, the helm ornamented with three waves of small, hornlike wings.",0.029,0.897,0.074,0.5106
The Way of Kings,2,prologue,prologue,Szeth,1,74,56,"Shardplate, the customary complement to a Shardblade. The newcomer carried a sword as well, an enormous Shardblade six feet long with a design along the blade like burning flames, a weapon of silvery metal that gleamed and almost seemed to glow. A weapon designed to slay dark gods, a larger counterpart to the one Szeth carried.",0.072,0.852,0.075,0.0516
The Way of Kings,2,prologue,prologue,Szeth,1,75,61,"Szeth hesitated. He didn't recognize the armor; he had not been warned that he would be set at this task, and hadn't been given proper time to memorize the various suits of Plate or Blades owned by the Alethi. But a Shardbearer would have to be dealt with before he chased the king; he could not leave such a foe behind.",0.084,0.875,0.04,-0.5955
The Way of Kings,2,prologue,prologue,Szeth,1,76,54,"Besides, perhaps a Shardbearer could defeat him, kill him and end his miserable life. His Lashings wouldn't work directly on someone in Shardplate, and the armor would enhance the man, strengthen him. Szeth's honor would not allow him to betray his mission or seek death. But if that death occurred, he *would* welcome it.",0.265,0.625,0.11,-0.873
The Way of Kings,2,prologue,prologue,Szeth,1,77,76,"The Shardbearer struck, and Szeth Lashed himself to the side of the hallway, leaping with a twist and landing on the wall. He danced backward, Blade held at the ready. The Shardbearer fell into an aggressive posture, using one of the swordplay stances favored here in the East. He moved far more nimbly than one would expect for a man in such bulky armor. Shardplate was special, as ancient and magical as the Blades it complemented.",0.044,0.86,0.097,0.6597
The Way of Kings,2,prologue,prologue,Szeth,1,78,58,"The Shardbearer struck. Szeth skipped to the side and Lashed himself to the ceiling as the Shardbearer's Blade sliced into the wall. Feeling a thrill at the contest, Szeth dashed forward and attacked downward with an overhand blow, trying to hit the Shardbearer's helm. The man ducked, going down on one knee, letting Szeth's Blade cleave empty air.",0.107,0.831,0.063,-0.4215
The Way of Kings,2,prologue,prologue,Szeth,1,79,45,"Szeth leaped backward as the Shardbearer swung upward with his Blade, slicing into the ceiling. Szeth didn't own a set of Plate himself, and didn't care to. His Lashings interfered with the gemstones that powered Shardplate, and he had to choose one or the other.",0.056,0.944,0.0,-0.3875
The Way of Kings,2,prologue,prologue,Szeth,1,80,56,"As the Shardbearer turned, Szeth sprinted forward across the ceiling. As expected, the Shardbearer swung again, and Szeth leaped to the side, rolling. He came up from his roll and flipped, Lashing himself to the floor again. He spun to land on the ground behind the Shardbearer. He slammed his Blade into his opponent's open back.",0.0,1.0,0.0,0.0
The Way of Kings,2,prologue,prologue,Szeth,1,81,66,"Unfortunately, there was one major advantage Plate offered: It could block a Shardblade. Szeth's weapon hit solidly, causing a web of glowing lines to spread out across the back of the armor, and Stormlight began to leak free from them. Shardplate didn't dent or bend like common metal. Szeth would have to hit the Shardbearer in the same location at least once more to break through.",0.129,0.766,0.105,-0.204
The Way of Kings,2,prologue,prologue,Szeth,1,82,43,"Szeth danced out of range as the Shardbearer swung in anger, trying to cut at Szeth's knees. The tempest within Szeth gave him many advantages---including the ability to quickly recover from small wounds. But it would not restore limbs killed by a Shardblade.",0.116,0.729,0.155,0.4684
The Way of Kings,2,prologue,prologue,Szeth,1,83,65,"He rounded the Shardbearer, then picked a moment and dashed forward. The Shardbearer swung again, but Szeth briefly Lashed himself to the ceiling for lift. He shot into the air, cresting over the swing, then immediately Lashed himself back to the floor. He struck as he landed, but the Shardbearer recovered quickly and executed a perfect follow-through stroke, coming within a finger of hitting Szeth.",0.035,0.893,0.072,0.5499
The Way of Kings,2,prologue,prologue,Szeth,1,84,25,The man was dangerously skilled with that Blade. Many Shardbearers depended too much on the power of their weapon and armor. This man was different.,0.184,0.816,0.0,-0.6369
The Way of Kings,2,prologue,prologue,Szeth,1,85,34,"Szeth jumped to the wall and struck at the Shardbearer with quick, terse attacks, like a snapping eel. The Shardbearer fended him off with wide, sweeping counters. His Blade's length kept Szeth at bay.",0.128,0.807,0.065,-0.34
The Way of Kings,2,prologue,prologue,Szeth,1,86,50,"*This is taking too long!* Szeth thought. If the king slipped away into hiding, Szeth would fail in his mission no matter how many people he killed. He ducked in for another strike, but the Shardbearer forced him back. Each second this fight lasted was another for the king's escape.",0.281,0.686,0.033,-0.9206
The Way of Kings,2,prologue,prologue,Szeth,1,87,50,"It was time to be reckless. Szeth launched into the air, Lashing himself to the other end of the hallway and falling feet-first toward his adversary. The Shardbearer didn't hesitate to swing, but Szeth Lashed himself down at an angle, dropping immediately. The Shardblade swished through the air above him.",0.087,0.862,0.051,-0.2247
The Way of Kings,2,prologue,prologue,Szeth,1,88,70,"He landed in a crouch, using his momentum to throw himself forward, and swung at the Shardbearer's side, where the Plate had cracked. He hit with a powerful blow. That piece of the Plate shattered, bits of molten metal streaking away. The Shardbearer grunted, dropping to one knee, raising a hand to his side. Szeth raised a foot to the man's side and shoved him backward with a Stormlight-enhanced kick.",0.041,0.88,0.079,0.4404
The Way of Kings,2,prologue,prologue,Szeth,1,89,61,"The heavy Shardbearer crashed into the door of the king's quarters, smashing it and falling partway into the room beyond. Szeth left him, ducking instead through the doorway to the right, following the way the king had gone. The hallway here had the same red carpet, and Stormlight lamps on the walls gave Szeth a chance to recharge the tempest within.",0.026,0.942,0.032,0.1027
The Way of Kings,2,prologue,prologue,Szeth,1,90,59,"Energy blazed within him again, and he sped up. If he could get far enough ahead, he could deal with the king, then turn back to fight off the Shardbearer. It wouldn't be easy. A Full Lashing on a doorway wouldn't stop a Shardbearer, and that Plate would let the man run supernaturally fast. Szeth glanced over his shoulder.",0.078,0.859,0.062,-0.2542
The Way of Kings,2,prologue,prologue,Szeth,1,91,38,"The Shardbearer wasn't following. The man sat up in his armor, looking dazed. Szeth could just barely see him, sitting in the doorway, surrounded by broken bits of wood. Perhaps Szeth had wounded him more than he'd thought.",0.118,0.882,0.0,-0.5859
